,agency_id,dist,heading,length,pattern_id,point_id,route_dir,route_short_name,shape_id,shape_pt_sequence,trip_id
125,8.0,2.14820505878,2.1625914218308253,0.0146375040879,Pittsburg/Bay Point - SFIA/Millbrae_0_1,125.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,125.0,01SFO10
126,8.0,2.16499244401,2.214420505977671,0.0167873852303,Pittsburg/Bay Point - SFIA/Millbrae_0_1,126.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,126.0,01SFO10
127,8.0,2.1837909876,2.1687399969682133,0.0187985435887,Pittsburg/Bay Point - SFIA/Millbrae_0_1,127.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,127.0,01SFO10
128,8.0,2.19908623001,2.179429994507757,0.0152952424072,Pittsburg/Bay Point - SFIA/Millbrae_0_1,128.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,128.0,01SFO10
129,8.0,2.21685522748,2.186503151614943,0.0177689974772,Pittsburg/Bay Point - SFIA/Millbrae_0_1,129.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,129.0,01SFO10
130,8.0,2.22451951203,2.1594358107496987,0.00766428454452,Pittsburg/Bay Point - SFIA/Millbrae_0_1,130.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,130.0,01SFO10
131,8.0,2.23358042638,2.1970596697847213,0.00906091435371,Pittsburg/Bay Point - SFIA/Millbrae_0_1,131.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,131.0,01SFO10
132,8.0,2.24736472657,2.1924077110188023,0.0137843001906,Pittsburg/Bay Point - SFIA/Millbrae_0_1,132.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,132.0,01SFO10
133,8.0,2.26225983144,2.1580857019454243,0.0148951048716,Pittsburg/Bay Point - SFIA/Millbrae_0_1,133.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,133.0,01SFO10
134,8.0,2.28084874166,2.1807144620011627,0.0185889102127,Pittsburg/Bay Point - SFIA/Millbrae_0_1,134.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,134.0,01SFO10
135,8.0,2.30009540558,2.1935332463880854,0.019246663921,Pittsburg/Bay Point - SFIA/Millbrae_0_1,135.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,135.0,01SFO10
136,8.0,2.30608712442,2.243287178643584,0.00599171883667,Pittsburg/Bay Point - SFIA/Millbrae_0_1,136.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,136.0,01SFO10
137,8.0,2.31524948985,2.097682437141657,0.00916236543887,Pittsburg/Bay Point - SFIA/Millbrae_0_1,137.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,137.0,01SFO10
138,8.0,2.32360496434,2.1536873387486253,0.00835547448227,Pittsburg/Bay Point - SFIA/Millbrae_0_1,138.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,138.0,01SFO10
139,8.0,2.33944423803,2.2270895411043625,0.0158392736974,Pittsburg/Bay Point - SFIA/Millbrae_0_1,139.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,139.0,01SFO10
140,8.0,2.35575022417,2.207095862792414,0.0163059861373,Pittsburg/Bay Point - SFIA/Millbrae_0_1,140.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,140.0,01SFO10
141,8.0,2.36908289945,2.250940254601119,0.0133326752815,Pittsburg/Bay Point - SFIA/Millbrae_0_1,141.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,141.0,01SFO10
142,8.0,2.38251170064,2.271829298918533,0.0134288011882,Pittsburg/Bay Point - SFIA/Millbrae_0_1,142.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,142.0,01SFO10
143,8.0,2.39634393105,2.203032792414376,0.0138322304047,Pittsburg/Bay Point - SFIA/Millbrae_0_1,143.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,143.0,01SFO10
144,8.0,2.41607228861,2.2014461106014096,0.0197283575606,Pittsburg/Bay Point - SFIA/Millbrae_0_1,144.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,144.0,01SFO10
145,8.0,2.42982895074,2.129274694918024,0.0137566621362,Pittsburg/Bay Point - SFIA/Millbrae_0_1,145.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,145.0,01SFO10
146,8.0,2.44809411203,2.0682683649397404,0.0182651612875,Pittsburg/Bay Point - SFIA/Millbrae_0_1,146.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,146.0,01SFO10
147,8.0,2.45991974038,2.1713805660140224,0.0118256283492,Pittsburg/Bay Point - SFIA/Millbrae_0_1,147.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,147.0,01SFO10
148,8.0,2.4842762984,2.187290612031859,0.02435655802,Pittsburg/Bay Point - SFIA/Millbrae_0_1,148.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,148.0,01SFO10
149,8.0,2.49917166002,2.159274407040016,0.0148953616214,Pittsburg/Bay Point - SFIA/Millbrae_0_1,149.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,149.0,01SFO10
150,8.0,2.51654070632,2.169485686778785,0.0173690462974,Pittsburg/Bay Point - SFIA/Millbrae_0_1,150.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,150.0,01SFO10
151,8.0,2.5412647938,2.21359539324186,0.0247240874854,Pittsburg/Bay Point - SFIA/Millbrae_0_1,151.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,151.0,01SFO10
152,8.0,2.55791535665,2.1207941247865847,0.016650562848,Pittsburg/Bay Point - SFIA/Millbrae_0_1,152.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,152.0,01SFO10
153,8.0,2.56598029255,2.2025242684301247,0.00806493589817,Pittsburg/Bay Point - SFIA/Millbrae_0_1,153.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,153.0,01SFO10
154,8.0,2.57586108645,2.1863747089395247,0.00988079390156,Pittsburg/Bay Point - SFIA/Millbrae_0_1,154.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,154.0,01SFO10
155,8.0,2.59334515196,2.1425511592635758,0.0174840655116,Pittsburg/Bay Point - SFIA/Millbrae_0_1,155.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,155.0,01SFO10
156,8.0,2.60706389725,2.2408809754766708,0.0137187452838,Pittsburg/Bay Point - SFIA/Millbrae_0_1,156.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,156.0,01SFO10
157,8.0,2.61847619822,2.1061561348026316,0.0114123009753,Pittsburg/Bay Point - SFIA/Millbrae_0_1,157.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,157.0,01SFO10
158,8.0,2.63551327093,2.1156903562118146,0.0170370727097,Pittsburg/Bay Point - SFIA/Millbrae_0_1,158.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,158.0,01SFO10
159,8.0,2.65260691176,2.0574560279911793,0.01709364083,Pittsburg/Bay Point - SFIA/Millbrae_0_1,159.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,159.0,01SFO10
160,8.0,2.66645881974,1.9340106642551405,0.0138519079749,Pittsburg/Bay Point - SFIA/Millbrae_0_1,160.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,160.0,01SFO10
161,8.0,2.67833046413,1.929555575871973,0.0118716443963,Pittsburg/Bay Point - SFIA/Millbrae_0_1,161.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,161.0,01SFO10
162,8.0,2.68498159824,1.8267594234354192,0.00665113410574,Pittsburg/Bay Point - SFIA/Millbrae_0_1,162.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,162.0,01SFO10
163,8.0,2.6954170821,1.863677099473648,0.0104354838656,Pittsburg/Bay Point - SFIA/Millbrae_0_1,163.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,163.0,01SFO10
164,8.0,2.70463272035,1.7719517545032772,0.0092156382513,Pittsburg/Bay Point - SFIA/Millbrae_0_1,164.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,164.0,01SFO10
165,8.0,2.72044178843,1.7452376237008593,0.0158090680753,Pittsburg/Bay Point - SFIA/Millbrae_0_1,165.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,165.0,01SFO10
166,8.0,2.73644584817,1.6613812533631744,0.0160040597397,Pittsburg/Bay Point - SFIA/Millbrae_0_1,166.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,166.0,01SFO10
167,8.0,2.74859145249,1.5943164052063707,0.0121456043153,Pittsburg/Bay Point - SFIA/Millbrae_0_1,167.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,167.0,01SFO10
168,8.0,2.76300542603,1.6102716676893465,0.0144139735421,Pittsburg/Bay Point - SFIA/Millbrae_0_1,168.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,168.0,01SFO10
169,8.0,2.77899693811,1.5338318262458301,0.0159915120848,Pittsburg/Bay Point - SFIA/Millbrae_0_1,169.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,169.0,01SFO10
170,8.0,2.79071300275,1.504975926320526,0.0117160646398,Pittsburg/Bay Point - SFIA/Millbrae_0_1,170.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,170.0,01SFO10
171,8.0,2.80499545572,1.490150294672958,0.014282452966,Pittsburg/Bay Point - SFIA/Millbrae_0_1,171.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,171.0,01SFO10
172,8.0,2.82513708441,1.481245644714079,0.0201416286914,Pittsburg/Bay Point - SFIA/Millbrae_0_1,172.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,172.0,01SFO10
173,8.0,2.83989083367,1.4773226243332829,0.014753749263,Pittsburg/Bay Point - SFIA/Millbrae_0_1,173.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,173.0,01SFO10
174,8.0,2.86122879583,1.4931558464409136,0.0213379621558,Pittsburg/Bay Point - SFIA/Millbrae_0_1,174.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,174.0,01SFO10
175,8.0,2.87636527229,1.5407731430765352,0.0151364764668,Pittsburg/Bay Point - SFIA/Millbrae_0_1,175.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,175.0,01SFO10
176,8.0,2.89086166563,1.4895355725072932,0.0144963933347,Pittsburg/Bay Point - SFIA/Millbrae_0_1,176.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,176.0,01SFO10
177,8.0,2.90668237181,1.5427037944555195,0.0158207061769,Pittsburg/Bay Point - SFIA/Millbrae_0_1,177.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,177.0,01SFO10
178,8.0,2.92049344513,1.524474401530938,0.0138110733283,Pittsburg/Bay Point - SFIA/Millbrae_0_1,178.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,178.0,01SFO10
179,8.0,2.93178455218,1.461508520362031,0.0112911070496,Pittsburg/Bay Point - SFIA/Millbrae_0_1,179.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,179.0,01SFO10
180,8.0,2.94961492656,1.5259284504176662,0.0178303743712,Pittsburg/Bay Point - SFIA/Millbrae_0_1,180.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,180.0,01SFO10
181,8.0,2.96701953618,1.577172077655348,0.0174046096223,Pittsburg/Bay Point - SFIA/Millbrae_0_1,181.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,181.0,01SFO10
182,8.0,2.98849987422,1.6561013010891088,0.0214803380441,Pittsburg/Bay Point - SFIA/Millbrae_0_1,182.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,182.0,01SFO10
183,8.0,2.99890400123,1.7036157125702402,0.0104041270114,Pittsburg/Bay Point - SFIA/Millbrae_0_1,183.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,183.0,01SFO10
184,8.0,3.00691523322,1.7418641462421078,0.00801123198515,Pittsburg/Bay Point - SFIA/Millbrae_0_1,184.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,184.0,01SFO10
185,8.0,3.01797419239,1.7735526302490712,0.0110589591749,Pittsburg/Bay Point - SFIA/Millbrae_0_1,185.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,185.0,01SFO10
186,8.0,3.02719648602,1.810388009175881,0.00922229362441,Pittsburg/Bay Point - SFIA/Millbrae_0_1,186.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,186.0,01SFO10
187,8.0,3.0472489403,1.8581827905802584,0.0200524542853,Pittsburg/Bay Point - SFIA/Millbrae_0_1,187.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,187.0,01SFO10
188,8.0,3.05886325546,1.93234933431836,0.0116143151536,Pittsburg/Bay Point - SFIA/Millbrae_0_1,188.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,188.0,01SFO10
189,8.0,3.07128267584,2.024239549576407,0.0124194203877,Pittsburg/Bay Point - SFIA/Millbrae_0_1,189.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,189.0,01SFO10
190,8.0,3.07967274671,2.1219853519927483,0.00839007086331,Pittsburg/Bay Point - SFIA/Millbrae_0_1,190.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,190.0,01SFO10
191,8.0,3.1040024888,2.1544051417812966,0.0243297420895,Pittsburg/Bay Point - SFIA/Millbrae_0_1,191.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,191.0,01SFO10
192,8.0,3.12125554251,2.273863719663268,0.0172530537169,Pittsburg/Bay Point - SFIA/Millbrae_0_1,192.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,192.0,01SFO10
193,8.0,3.13471794325,2.3486930052501975,0.0134624007401,Pittsburg/Bay Point - SFIA/Millbrae_0_1,193.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,193.0,01SFO10
194,8.0,3.15673734309,2.488072387953764,0.0220193998356,Pittsburg/Bay Point - SFIA/Millbrae_0_1,194.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,194.0,01SFO10
195,8.0,3.17158040096,2.5788813920975713,0.0148430578693,Pittsburg/Bay Point - SFIA/Millbrae_0_1,195.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,195.0,01SFO10
196,8.0,3.19129498974,2.7667987609577267,0.0197145887823,Pittsburg/Bay Point - SFIA/Millbrae_0_1,196.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,196.0,01SFO10
197,8.0,3.21029184251,2.8858965330917954,0.0189968527707,Pittsburg/Bay Point - SFIA/Millbrae_0_1,197.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,197.0,01SFO10
198,8.0,3.22553863648,2.929240949470625,0.015246793969,Pittsburg/Bay Point - SFIA/Millbrae_0_1,198.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,198.0,01SFO10
199,8.0,3.24617851609,3.142742016937518,0.0206398796116,Pittsburg/Bay Point - SFIA/Millbrae_0_1,199.0,01SFO10,Pittsburg/Bay Point - SFIA/Millbrae,01_shp,199.0,01SFO10
